store_no,year,revenue,store_size,location_type,opening_date_first,population_within_5km,train_stations_within_500m,public_transport_stop_within_50m,public_transport_stop_within_100m,bank_atm_within_5km,atm_within_5km,shop_within_5km,supermarkets_within_5km,rest_cafe_pub_within_5km,parking_spaces_within_5km,bank_atm_within_500m,atm_within_500m,proportion_5th_income_quintile,monthly_rent_per_sqm
2103,2016,265071,353,Main shopping street,15/10/2007,5493,0,0,0,2,0,14,2,3,12,2,0,0.207739308,4.390934844
2108,2016,343694,391,Specialist retail center,22/10/2007,12735,0,0,0,5,0,16,5,15,38,0,0,0.23179792,10.34063939
2111,2016,342328,301,Specialist retail center,22/10/2007,61170,0,0,0,16,4,245,15,96,194,0,0,0.262457045,9.302325581
2110,2016,439741,298,Specialist retail center,25/10/2007,17858,1,3,3,11,1,105,14,35,74,1,1,0.240483654,10.02204698
2114,2016,512049,487,Main shopping street,29/10/2007,9877,2,0,0,6,1,49,6,21,83,4,0,0.233367451,5.133470226
2112,2016,285143,344,Outskirts / residential,12/11/2007,18798,2,0,0,8,2,61,6,28,94,5,2,0.28707564,7.26744186
2115,2016,387645,302,Pedestrian zone,15/11/2007,35235,3,0,0,11,5,238,24,81,148,6,2,0.095819813,14.56953642
2118,2016,613671,483,Main shopping street,19/11/2007,23412,0,0,0,9,5,103,4,30,58,4,2,0.268530559,6.004140787
2106,2016,453101,330,Outskirts / residential,19/11/2007,24313,0,0,1,8,1,105,12,42,96,3,0,0.180492976,9.242424242
2116,2016,423663,367,Main shopping street,19/11/2007,96675,0,4,4,10,1,253,20,45,160,5,0,0.142995403,5.722070845
2119,2016,314908,255,Pedestrian zone,19/11/2007,17794,0,0,0,4,1,49,5,25,65,2,0,0.151288446,7.058823529
2117,2016,372363,443,Specialist retail center,26/11/2007,13884,0,0,0,2,0,27,4,5,58,0,0,0.299751244,9.571106095
2113,2016,327385,318,Specialist retail center,26/11/2007,24010,0,0,0,5,1,87,10,25,352,1,0,0.201754386,11.47798742
2125,2016,595186,354,Specialist retail center,03/12/2007,17313,0,0,0,0,0,3,1,6,4,0,0,0.159292035,5.649717514
2121,2016,390111,342,Specialist retail center,03/12/2007,116524,0,0,2,21,10,260,16,82,250,2,1,0.185213222,14.03719298
2122,2016,317112,360,Specialist retail center,03/12/2007,10498,0,0,0,2,0,19,7,23,56,1,0,0.099582588,7.777777778
2120,2016,580017,401,Pedestrian zone,17/12/2007,45067,0,0,0,21,11,172,15,76,269,7,4,0.23212766,7.481296758
2130,2016,369349,352,Pedestrian zone,17/12/2007,28738,0,0,0,11,6,123,12,62,116,3,0,0.100302419,9.517045455
2127,2016,268918,335,Specialist retail center,17/12/2007,7835,0,0,0,4,0,26,2,16,31,0,0,0.320334262,8.955223881
2128,2016,262394,316,Specialist retail center,17/12/2007,4912,0,0,0,2,0,24,6,10,32,0,0,0.131516588,6.487341772
2126,2016,397111,409,Shopping center,20/12/2007,6835,2,0,2,5,3,118,4,67,88,4,2,0.150268336,10.7401956
2129,2016,624547,414,Main shopping street,28/01/2008,255114,0,8,8,79,36,1130,70,551,896,1,0,0.144618461,8.09178744
2137,2016,604268,366,Main shopping street,28/01/2008,5066,2,0,0,4,0,74,3,50,92,2,0,0.16416309,7.630846995
2136,2016,306167,318,Main shopping street,31/01/2008,12977,0,0,2,6,2,51,4,21,64,4,1,0.165932452,8.018867925
2141,2016,289757,395,Specialist retail center,28/02/2008,185802,0,1,6,41,17,814,54,254,1079,1,0,0.096586575,10.63291139
2134,2016,604065,384,Specialist retail center,03/03/2008,28851,0,0,0,9,5,146,7,64,187,1,1,0.250483559,8.333333333
2145,2016,517626,350,Shopping center,20/03/2008,70730,0,0,5,26,12,452,13,100,230,9,3,0.138267355,18.60754286
2144,2016,303482,323,Main shopping street,27/03/2008,11536,0,0,0,11,0,39,8,23,62,3,0,0.206369427,12.38390093
2152,2016,217097,351,Specialist retail center,07/04/2008,12165,0,0,0,5,0,22,4,18,37,0,0,0.287027579,
2160,2016,539217,383,Shopping center,10/04/2008,16806,0,0,0,6,0,99,11,41,91,5,0,0.180783818,6.527415144
2161,2016,364700,324,Specialist retail center,10/04/2008,24439,0,0,1,7,4,54,6,44,92,0,0,0.292207792,7.175925926
2159,2016,311215,428,Specialist retail center,14/04/2008,33859,0,0,0,3,0,43,3,8,37,3,0,0.149425287,6.074766355
2166,2016,357829,361,Shopping center,17/04/2008,110670,0,0,6,4,0,84,11,18,333,1,0,0.164360933,8.71432133
2151,2016,223682,319,Specialist retail center,17/04/2008,9386,0,0,0,4,1,31,6,10,44,0,0,0.160130719,
2620,2016,242919,716,Unknown,29/03/2012,26613,2,0,0,11,2,123,7,33,71,4,2,0.132352941,14.34941558
2167,2016,609314,453,Specialist retail center,21/04/2008,45636,0,0,0,6,1,119,11,50,241,1,0,0.217843866,4.456953642
2156,2016,585664,351,Specialist retail center,24/04/2008,31647,0,0,0,17,6,155,13,67,202,0,0,0.274891775,11.33903134
2153,2016,465518,347,Specialist retail center,24/04/2008,34931,0,0,0,8,2,52,6,21,101,2,0,0.187130178,10.99711816
2132,2016,503918,299,Main shopping street,28/04/2008,127989,0,0,2,11,6,218,17,116,250,4,1,0.184421257,10.86956522
2154,2016,427330,377,Main shopping street,28/04/2008,29590,0,0,3,10,3,85,7,49,154,5,1,0.248782315,7.427055703
2158,2016,379531,468,Main shopping street,28/04/2008,80168,0,0,0,17,4,212,17,71,133,4,0,0.356079689,8.653846154
2163,2016,358981,376,Specialist retail center,02/05/2008,15796,0,0,3,5,0,18,4,17,35,0,0,0.203875969,5.85106383
2168,2016,335109,329,Specialist retail center,19/05/2008,26851,0,0,0,9,0,143,12,33,97,1,0,0.11534749,9.118541033
2146,2016,398364,351,Specialist retail center,23/05/2008,21399,0,0,2,9,3,67,7,23,91,2,0,0.281441718,10.39660969
2164,2016,410526,338,Specialist retail center,27/05/2008,7769,3,0,0,4,0,29,5,28,45,1,0,0.248638838,10.65088757
2165,2016,670580,456,Specialist retail center,29/05/2008,11239,0,0,0,7,3,58,5,20,38,3,1,0.240697674,6.449561404
2170,2016,487940,315,Pedestrian zone,01/06/2008,15457,2,2,4,2,0,103,6,44,53,1,0,0.154601227,9.523809524
2175,2016,200268,283,Main shopping street,09/06/2008,27446,0,0,1,9,1,71,10,35,80,2,0,0.152777778,
2140,2016,402396,365,Shopping center,12/06/2008,59876,1,0,0,7,0,102,17,45,225,5,0,0.079816907,16.41432877
2173,2016,436865,361,Outskirts / residential,16/06/2008,36376,4,0,0,29,15,241,21,90,226,12,5,0.176593765,7.756232687
2181,2016,575625,351,Specialist retail center,23/06/2008,14374,0,0,0,6,0,82,6,37,71,2,0,0.177251185,7.692307692
2174,2016,434467,408,Shopping center,23/06/2008,26604,0,0,0,7,2,122,10,44,154,0,0,0.105965082,8.046568627
2176,2016,354142,378,Specialist retail center,23/06/2008,28484,0,0,0,16,6,151,12,58,188,4,3,0.25708061,7.010582011
2177,2016,347778,351,Outskirts / residential,23/06/2008,114707,3,0,0,44,14,512,34,252,710,10,2,0.247323116,8.903133903
2183,2016,235421,406,Outskirts / residential,23/06/2008,9457,2,1,1,3,1,71,6,25,98,2,0,0.199460916,
2178,2016,398828,375,Specialist retail center,30/06/2008,6872,0,0,0,5,1,19,2,8,53,3,0,0.208826695,4.533333333
2182,2016,227921,333,Specialist retail center,30/06/2008,6781,1,0,0,3,0,18,4,7,20,3,0,0.416017798,
2191,2016,419708,351,Specialist retail center,07/07/2008,64027,0,0,0,18,2,354,17,167,218,0,0,0.09103079,9.116239316
2189,2016,309553,362,Specialist retail center,10/07/2008,84216,2,1,8,59,28,684,26,301,348,6,5,0.080287276,10.32146409
2187,2016,280072,344,Specialist retail center,10/07/2008,21062,0,0,0,2,1,25,3,12,82,0,0,0.316840278,9.593023256
2186,2016,304373,364,Main shopping street,17/07/2008,27955,0,0,0,8,2,49,8,34,66,2,1,0.199610245,4.945054945
2188,2016,281102,285,Shopping center,17/07/2008,88212,0,1,4,41,14,487,28,263,3225,1,1,0.164466643,7.073684211
2185,2016,343957,353,Main shopping street,21/07/2008,46510,0,0,1,4,1,94,11,36,80,3,0,0.203873598,
2194,2016,468630,351,Main shopping street,28/07/2008,173101,0,0,0,11,2,168,20,78,201,2,0,0.131904762,11.3960114
2184,2016,355876,349,Specialist retail center,28/07/2008,21467,0,0,0,12,5,110,6,35,95,1,1,0.264935065,9.670487106
2196,2016,562208,352,Specialist retail center,07/08/2008,12604,0,1,1,3,0,64,5,27,69,0,0,0.239461883,10.22727273
2199,2016,391651,361,Specialist retail center,11/08/2008,22459,0,0,0,7,5,50,9,25,137,0,0,0.228239845,9.695290859
2198,2016,592643,362,Specialist retail center,18/08/2008,8381,0,1,1,4,3,35,6,6,37,0,0,0.124137931,6.077348066
2201,2016,397581,369,Shopping center,21/08/2008,14041,0,0,4,5,1,71,10,36,76,3,0,0.130539887,5.753387534
2200,2016,611113,437,Pedestrian zone,08/09/2008,22655,0,0,0,9,0,88,14,56,133,3,0,0.174935567,10.29748284
2209,2016,390581,380,Main shopping street,08/09/2008,15433,1,0,0,4,1,86,5,40,69,4,1,0.214182344,5.473684211
2192,2016,315286,327,Main shopping street,08/09/2008,17520,0,0,3,4,0,128,5,26,99,3,0,0.21090535,10.24464832
2203,2016,331826,456,Outskirts / residential,15/09/2008,9465,0,0,0,3,0,31,4,29,62,2,0,0.223934723,5.372807018
2204,2016,248426,391,Outskirts / residential,15/09/2008,10629,0,0,0,3,0,44,5,22,36,3,0,0.257575758,6.138107417
2197,2016,393669,458,Outskirts / residential,22/09/2008,28585,0,0,1,13,6,143,7,69,263,4,2,0.359882006,4.257641921
2210,2016,256833,409,Pedestrian zone,29/09/2008,14503,0,0,2,9,3,87,8,28,70,5,1,0.242424242,
2212,2016,211789,365,Main shopping street,29/09/2008,136883,0,2,2,33,4,360,25,130,378,3,0,0.323046875,6.369863014
2180,2016,521969,371,Specialist retail center,02/10/2008,10391,0,0,0,3,0,44,8,18,116,1,0,0.195061728,7.547169811
2207,2016,357259,352,Specialist retail center,02/10/2008,11027,0,0,0,3,0,30,3,10,70,0,0,0.240853659,10.22727273
2206,2016,331087,356,Specialist retail center,09/10/2008,7131,0,0,0,3,0,29,5,12,29,2,0,0.119866815,9.561320225
2205,2016,323804,358,Specialist retail center,09/10/2008,80971,0,0,0,24,6,267,28,88,256,3,0,0.137612108,11.94134078
2214,2016,257669,287,Specialist retail center,09/10/2008,63144,0,0,0,12,2,148,19,65,165,0,0,0.224048443,8.080139373
2208,2016,268117,371,Specialist retail center,30/10/2008,8475,0,0,0,3,0,11,3,13,39,0,0,0.180275716,4.599892183
2211,2016,299235,296,Specialist retail center,06/11/2008,6554,0,1,2,4,2,50,2,20,57,0,0,0.19525066,11.56719595
2217,2016,472720,384,Specialist retail center,10/11/2008,6890,0,0,0,4,1,29,6,12,34,0,0,0.186046512,9.739583333
2218,2016,254741,352,Specialist retail center,13/11/2008,10014,0,0,0,7,2,50,5,18,56,0,0,0.269014085,11.39204545
2220,2016,357509,389,Shopping center,04/12/2008,22450,0,0,0,9,4,78,10,29,54,5,2,0.126702435,8.097686375
2225,2016,448755,383,Specialist retail center,05/02/2009,183693,0,0,0,102,61,1180,53,629,441,1,1,0.111077889,13.55190601
2223,2016,648866,379,Specialist retail center,09/02/2009,106968,0,0,3,31,7,249,32,143,256,1,1,0.342222222,16.0405277
2224,2016,447781,644,Pedestrian zone,09/02/2009,51139,0,1,1,5,1,44,6,42,607,3,0,0.131957147,5.745341615
2222,2016,264049,349,Main shopping street,09/02/2009,18632,0,2,4,5,1,59,7,36,108,3,0,0.214518381,8.022922636
2233,2016,331185,301,Main shopping street,16/02/2009,12317,0,0,1,5,0,20,5,11,45,3,0,0.218253968,6.644518272
2230,2016,337995,400,Main shopping street,02/03/2009,13483,0,0,0,4,0,10,3,8,30,2,0,0.170068027,6.5
2234,2016,263612,373,Main shopping street,02/03/2009,17396,0,0,4,3,0,20,4,6,17,2,0,0.164529915,5.361930295
2231,2016,263448,256,Pedestrian zone,02/03/2009,15441,2,0,0,8,0,146,9,38,91,8,0,0.152206247,12.890625
2232,2016,420099,317,Specialist retail center,05/03/2009,14820,0,0,0,2,1,56,5,36,186,0,0,0.117647059,7.356466877
2237,2016,539189,360,Shopping center,16/03/2009,22526,0,0,0,6,1,82,9,28,93,4,0,0.1,6.836555556
2244,2016,515779,290,Pedestrian zone,16/03/2009,134249,4,0,4,30,13,322,16,139,2022,9,3,0.216928251,12.55172414
2241,2016,487841,388,Pedestrian zone,16/03/2009,22698,0,0,0,3,0,117,9,39,99,2,0,0.336113125,12.59618557
2242,2016,387633,275,Main shopping street,16/03/2009,9704,3,0,0,2,1,9,2,22,48,2,1,0.288578901,7.818181818
2245,2016,277994,297,Outskirts / residential,16/03/2009,24701,0,0,0,5,1,57,5,27,55,2,0,0.30248417,6.734006734
2252,2016,200885,189,Main shopping street,16/03/2009,13445,0,0,0,4,0,13,3,21,80,2,0,0.231299213,
2253,2016,420434,193,Pedestrian zone,17/03/2009,28398,0,0,0,9,3,149,16,61,190,2,0,0.276883997,21.05181347
2243,2016,372597,343,Main shopping street,17/03/2009,192541,5,0,0,52,27,545,53,297,819,7,1,0.167874777,9.329446064
2249,2016,206139,187,Main shopping street,17/03/2009,26649,0,0,0,11,3,142,13,52,191,3,1,0.224053724,9.50802139
2239,2016,434017,356,Specialist retail center,23/03/2009,40888,2,0,0,20,5,307,16,120,175,1,1,0.22504483,10.53370787
2236,2016,331437,356,Shopping center,26/03/2009,28977,1,0,0,12,3,105,14,48,167,1,1,0.281717632,5.617977528
2221,2016,451840,385,Pedestrian zone,30/03/2009,16372,0,0,0,8,1,45,11,20,107,5,0,0.085684967,9.090909091
2228,2016,491731,442,Specialist retail center,01/04/2009,341323,6,1,10,335,266,3591,202,3079,646,15,12,0.081891792,11.69683258
2235,2016,426598,385,Shopping center,06/04/2009,46679,0,0,2,8,8,103,5,16,96,3,3,0.173824131,12.39812987
2227,2016,352047,330,Specialist retail center,06/04/2009,30393,2,0,0,4,0,33,2,16,61,1,0,0.296476306,12.40757576
2261,2016,359052,332,Main shopping street,09/04/2009,24982,0,2,4,9,3,108,11,75,89,5,0,0.197021764,11.14457831
2266,2016,482760,170,Main shopping street,20/04/2009,15310,2,0,0,4,0,35,5,32,62,2,0,0.237786933,15.88235294
2265,2016,344599,319,Main shopping street,20/04/2009,10797,0,0,1,2,0,41,4,29,64,2,0,0.196277496,9.404388715
2267,2016,331607,155,Main shopping street,20/04/2009,27941,2,0,0,7,1,59,7,37,92,3,1,0.319981584,13.97419355
2263,2016,324830,267,Main shopping street,20/04/2009,18351,3,0,2,9,5,38,7,25,144,3,2,0.239752145,9.026217228
2264,2016,235502,218,Pedestrian zone,20/04/2009,17799,2,0,0,9,0,48,6,39,81,2,0,0.219649915,9.174311927
2273,2016,292207,268,Main shopping street,02/05/2009,10208,2,3,7,4,1,27,6,14,38,3,0,0.190117253,9.03358209
2272,2016,245339,283,Outskirts / residential,02/05/2009,48366,1,0,3,15,1,300,23,112,207,7,1,0.171281646,5.653710247
2269,2016,407430,378,Main shopping street,07/05/2009,31501,0,1,5,13,3,170,13,65,186,6,0,0.154648956,10.44973545
2270,2016,341648,314,Specialist retail center,11/05/2009,14792,0,0,1,3,2,54,4,18,56,1,1,0.133079848,8.901273885
2240,2016,315435,353,Specialist retail center,11/05/2009,9344,0,0,0,2,0,30,3,7,32,0,0,0.289044289,9.348441926
2238,2016,407806,393,Specialist retail center,27/05/2009,27250,3,0,1,5,1,79,10,41,107,3,1,0.140616401,13.73536896
2257,2016,240670,365,Outskirts / residential,02/06/2009,6880,0,0,0,6,3,25,3,15,21,4,2,0.156414763,2.876712329
2258,2016,435348,338,Specialist retail center,04/06/2009,15804,2,0,3,3,0,167,8,37,110,0,0,0.225,13.31360947
2259,2016,403673,383,Main shopping street,08/06/2009,50328,0,0,0,8,2,100,11,50,213,2,0,0.347070845,7.906005222
2256,2016,452238,447,Main shopping street,15/06/2009,84736,2,0,2,19,7,205,18,72,218,6,1,0.324282561,11.12026846
2268,2016,338731,453,Main shopping street,15/06/2009,7847,3,0,0,2,0,24,2,24,48,2,0,0.198726115,3.664459161
2283,2016,335936,337,Pedestrian zone,29/06/2009,10939,0,0,0,4,0,52,7,18,75,4,0,0.150081566,5.044510386
2285,2016,308330,340,Main shopping street,06/07/2009,9112,1,0,0,6,2,132,8,27,61,5,1,0.139110604,7.352941176
2286,2016,665512,391,Specialist retail center,13/07/2009,125480,1,0,0,30,15,281,27,118,707,4,2,0.293121977,18.54219949
2282,2016,297284,344,Pedestrian zone,13/07/2009,24483,1,0,0,6,2,53,8,25,95,4,1,0.222429037,9.447674419
2280,2016,616787,378,Specialist retail center,16/07/2009,12325,2,0,0,12,4,108,11,39,72,0,0,0.297577855,10.71428571
2287,2016,338039,322,Specialist retail center,03/08/2009,21649,0,0,0,10,3,202,13,56,88,0,0,0.116219008,10.33975155
2310,2016,415056,385,Outskirts / residential,01/09/2009,18306,0,0,0,2,0,18,4,15,26,0,0,0.256227758,5.012987013
2314,2016,409359,439,Main shopping street,01/09/2009,199290,0,0,3,36,8,579,41,350,368,4,0,0.157161902,9.663963554
2303,2016,408751,477,Main shopping street,01/09/2009,59493,0,2,4,8,3,93,13,38,95,2,0,0.238408037,6.639412998
2311,2016,400739,359,Main shopping street,01/09/2009,13441,0,0,0,7,1,63,7,37,96,6,1,0.198215124,11.00278552
2316,2016,361734,351,Main shopping street,01/09/2009,42348,0,0,0,11,4,156,10,92,188,2,0,0.195384615,8.547008547
2325,2016,353043,302,Main shopping street,01/09/2009,18683,2,0,0,8,2,123,11,40,84,4,1,0.212671906,
2313,2016,291493,365,Specialist retail center,01/09/2009,18640,0,1,1,4,0,45,5,27,61,4,0,0.217557252,6.849315068
2304,2016,230326,324,Pedestrian zone,01/09/2009,9113,0,0,1,5,2,40,6,18,28,2,0,0.166967509,6.481481481
2322,2016,429349,289,Main shopping street,02/09/2009,19974,0,0,2,6,3,22,3,30,59,5,2,0.277665996,13.84083045
2323,2016,397478,293,Outskirts / residential,02/09/2009,10579,1,0,0,3,1,54,5,34,89,3,1,0.22013034,7.634812287
2302,2016,380453,428,Main shopping street,02/09/2009,55227,2,0,0,7,2,76,6,46,241,3,1,0.265681004,9.462616822
2324,2016,332572,294,Main shopping street,02/09/2009,14466,0,0,0,3,0,45,4,20,35,3,0,0.129120879,7.128197279
2321,2016,273016,345,Pedestrian zone,02/09/2009,18304,0,0,0,8,3,111,8,51,89,5,1,0.216990291,7.014492754
2294,2016,490589,404,Main shopping street,10/09/2009,16650,0,0,2,11,1,77,11,32,87,4,0,0.230508475,11.07178218
2293,2016,227904,363,Outskirts / residential,10/09/2009,7405,0,0,2,5,0,53,5,29,67,2,0,0.172764228,1.652892562
2279,2016,400313,355,Specialist retail center,14/09/2009,13835,0,0,0,4,0,28,5,6,34,0,0,0.181818182,10.28523944
2291,2016,442225,347,Specialist retail center,24/09/2009,8168,0,0,0,6,0,64,5,23,169,3,0,0.122196442,8.948126801
2295,2016,261794,246,Specialist retail center,24/09/2009,19233,0,0,0,3,0,58,5,17,32,0,0,0.168888889,2.947154472
2306,2016,370871,472,Main shopping street,28/09/2009,196676,2,0,1,18,5,178,32,84,579,4,1,0.13590604,10.59322034
2307,2016,354715,319,Pedestrian zone,28/09/2009,18024,0,0,0,10,6,166,11,45,90,3,2,0.179638638,16.35893417
2326,2016,263934,438,Pedestrian zone,02/10/2009,16819,0,0,3,4,1,18,6,5,16,4,1,0.137998056,
2299,2016,334084,352,Specialist retail center,05/10/2009,23466,0,0,0,5,2,94,9,18,35,1,1,0.175834971,9.860795455
2296,2016,263099,403,Main shopping street,08/10/2009,8162,0,0,0,4,1,18,5,16,27,0,0,0.119607843,1.985111663
2300,2016,239087,327,Pedestrian zone,08/10/2009,77924,2,0,0,13,3,166,13,95,153,7,1,0.25512979,
2339,2016,392999,363,Specialist retail center,12/10/2009,16579,2,1,1,6,3,55,4,19,53,4,2,0.205971968,10.74380165
2337,2016,294040,385,Main shopping street,19/10/2009,12528,0,0,0,8,0,54,6,44,82,3,0,0.319698601,3.116883117
2305,2016,229791,366,Main shopping street,22/10/2009,7597,0,0,0,4,2,19,5,4,27,4,2,0.16904583,2.732240437
2336,2016,357067,311,Pedestrian zone,26/10/2009,71249,0,0,1,25,16,173,15,83,341,7,4,0.328553137,10.12861736
2334,2016,241435,389,Main shopping street,26/10/2009,29393,0,0,0,3,0,47,7,19,54,1,0,0.231774415,1.670951157
2335,2016,401977,315,Pedestrian zone,29/10/2009,42449,2,0,2,16,5,200,12,73,316,12,3,0.258223179,11.74603175
2342,2016,283644,360,Main shopping street,02/11/2009,11593,0,0,0,3,0,35,5,14,39,3,0,0.203448276,3.611111111
2343,2016,458543,372,Specialist retail center,05/11/2009,12236,0,0,0,9,1,207,7,45,150,1,1,0.15202952,8.602150538
2350,2016,482000,323,Outskirts / residential,09/11/2009,130731,0,0,0,24,6,189,25,112,152,3,0,0.219240391,8.66873065
2344,2016,303591,308,Specialist retail center,09/11/2009,15730,0,0,0,5,0,27,6,19,30,0,0,0.207264957,5.681818182
2346,2016,509361,413,Specialist retail center,12/11/2009,6812,0,0,0,2,0,16,4,9,35,0,0,0.306878307,6.416464891
2352,2016,647049,385,Specialist retail center,17/11/2009,7718,0,0,0,5,0,34,8,14,41,1,0,0.230496454,9.080935065
2329,2016,290602,321,Main shopping street,23/11/2009,9837,1,0,0,7,2,54,5,16,31,5,2,0.234408602,6.230529595
2328,2016,237592,298,Main shopping street,23/11/2009,4956,0,0,0,2,0,23,3,14,96,2,0,0.119241192,5.369127517
2349,2016,216108,374,Main shopping street,23/11/2009,37977,0,2,4,9,1,121,7,50,687,3,0,0.262920569,4.010695187
2353,2016,358224,349,Specialist retail center,26/11/2009,19664,1,0,0,6,0,25,5,19,68,2,0,0.282086479,7.163323782
2354,2016,318906,274,Main shopping street,26/11/2009,6793,2,1,2,6,3,103,9,18,64,4,1,0.116943522,10.58394161
2351,2016,742298,358,Main shopping street,27/11/2009,34046,4,0,4,15,3,124,15,58,150,5,1,0.282024793,12.59776536
2357,2016,399202,309,Specialist retail center,30/11/2009,19785,0,0,0,13,8,160,16,83,223,2,1,0.123009336,12.88417476
2331,2016,315847,490,Shopping center,30/11/2009,5902,0,1,2,1,0,11,4,1,9,1,0,0.089267803,7.187755102
2333,2016,299418,234,Main shopping street,30/11/2009,5289,0,2,3,5,2,42,2,61,87,5,2,0.169971671,6.837606838
2332,2016,175645,341,Main shopping street,30/11/2009,7321,1,0,0,2,0,32,5,17,44,1,0,0.232038835,
2338,2016,476522,357,Pedestrian zone,03/12/2009,47421,0,0,1,16,6,144,13,85,207,5,0,0.253529412,11.47330532
2356,2016,260278,336,Main shopping street,07/12/2009,21310,2,0,0,8,1,63,8,26,71,4,1,0.290730337,6.547619048
2360,2016,330683,343,Main shopping street,01/02/2010,6639,0,0,0,7,0,27,5,15,36,4,0,0.239097744,4.504373178
2361,2016,522784,351,Specialist retail center,01/03/2010,47746,1,0,0,8,4,99,11,36,101,3,1,0.411395349,12.25586895
2363,2016,419048,376,Main shopping street,01/03/2010,186186,0,7,9,22,4,205,36,98,1515,3,1,0.123485388,11.70212766
2359,2016,387347,310,Main shopping street,01/03/2010,162236,0,1,2,15,5,213,21,118,254,3,0,0.200812858,6.129032258
2358,2016,304093,388,Outskirts / residential,01/03/2010,23901,0,0,0,7,0,96,8,26,119,2,0,0.178768382,3.350515464
2366,2016,549834,362,Specialist retail center,09/03/2010,26837,0,0,0,9,4,99,6,41,133,1,1,0.208494208,10.93922652
2371,2016,348555,342,Main shopping street,15/03/2010,102365,0,0,0,31,18,305,28,135,416,5,2,0.232943144,8.862573099
2367,2016,296494,318,Specialist retail center,15/03/2010,15112,0,0,0,6,2,24,7,13,106,1,0,0.187765506,6.806918239
2372,2016,286828,267,Outskirts / residential,15/03/2010,55138,0,0,0,15,7,191,15,106,344,3,0,0.353784259,5.992509363
2377,2016,337113,323,Specialist retail center,22/03/2010,12449,0,1,3,2,0,33,7,26,68,1,0,0.183812405,5.882352941
2365,2016,299243,324,Outskirts / residential,22/03/2010,7569,0,0,0,3,1,67,3,37,239,3,1,0.168772563,3.858024691
2373,2016,401345,327,Specialist retail center,25/03/2010,99507,0,0,2,37,13,230,27,131,317,2,0,0.25984,15.10333333
2379,2016,577738,370,Main shopping street,29/03/2010,14088,1,0,3,5,3,29,5,30,120,5,3,0.229455217,11.78378378
2378,2016,443052,252,Pedestrian zone,29/03/2010,44032,0,0,1,15,6,167,21,84,352,8,3,0.106071179,11.11111111
2369,2016,371986,372,Specialist retail center,29/03/2010,47028,0,0,0,11,2,135,16,60,125,1,1,0.275128866,11.28965054
2382,2016,232656,278,Main shopping street,29/03/2010,13920,0,0,3,5,1,180,11,46,95,4,0,0.177314815,8.09352518
2384,2016,294112,360,Main shopping street,19/04/2010,12394,0,0,0,5,1,15,3,10,64,4,1,0.290014684,4.825
2385,2016,273666,413,Main shopping street,22/04/2010,13621,2,0,0,4,0,29,5,14,187,4,0,0.196476965,2.711864407
2387,2016,285114,276,Main shopping street,03/05/2010,76435,2,4,4,5,1,85,8,24,125,3,0,0.359332975,5.570652174
2391,2016,442759,348,Specialist retail center,11/05/2010,15766,1,0,0,6,0,139,6,49,143,4,0,0.157379838,9.563218391
2388,2016,221222,380,Outskirts / residential,14/05/2010,6016,1,0,1,2,0,29,2,7,20,0,0,0.196261682,3.157894737
2400,2016,265226,167,Main shopping street,25/05/2010,5962,0,0,0,2,0,10,4,10,19,2,0,0.129192547,2.754491018
2390,2016,505990,396,Shopping center,31/05/2010,14900,0,0,0,10,1,103,11,38,196,0,0,0.126789366,9.230025253
2392,2016,467860,267,Main shopping street,31/05/2010,8894,2,0,0,3,0,100,7,46,142,1,0,0.219806763,17.97752809
2393,2016,356304,314,Shopping center,07/06/2010,86835,0,0,0,6,0,179,15,55,159,0,0,0.152320675,10.35031847
2399,2016,403207,324,Outskirts / residential,14/06/2010,7220,2,0,0,2,0,40,5,14,31,1,0,0.112188366,7.99382716
2398,2016,330826,272,Main shopping street,14/06/2010,21250,2,0,0,3,1,113,3,39,102,2,0,0.251345533,5.514705882
2402,2016,351158,298,Pedestrian zone,01/07/2010,8597,0,0,0,5,0,77,11,30,35,4,0,0.114927345,11.49328859
2403,2016,275386,441,Outskirts / residential,19/07/2010,124223,1,2,4,13,5,144,22,77,162,2,0,0.257016248,3.35600907
2407,2016,445908,304,Specialist retail center,26/07/2010,9012,0,1,1,3,0,5,1,8,11,3,0,0.238875878,7.990131579
2404,2016,270898,264,Main shopping street,26/07/2010,14772,0,2,4,3,0,29,3,24,55,2,0,0.225038402,7.007575758
2408,2016,436945,338,Main shopping street,29/07/2010,64778,0,0,2,9,1,115,12,65,111,3,0,0.186929023,7.98816568
2412,2016,417444,339,Specialist retail center,09/08/2010,8672,0,0,0,2,2,29,5,20,51,2,2,0.129230769,5.899705015
2411,2016,389386,452,Pedestrian zone,09/08/2010,52931,0,4,8,9,4,264,12,70,262,4,2,0.111304853,8.462389381
2410,2016,316522,307,Specialist retail center,09/08/2010,19265,3,0,16,14,7,66,10,61,160,0,0,0.146683673,11.40065147
2413,2016,297951,337,Outskirts / residential,16/08/2010,80281,0,0,2,9,2,101,13,52,132,2,0,0.349772382,8.011869436
2414,2016,273505,381,Main shopping street,16/08/2010,8992,0,0,2,1,0,11,5,6,19,1,0,0.202995008,6.824146982
2417,2016,398465,307,Shopping center,19/08/2010,17771,2,0,0,5,0,30,5,10,56,1,0,0.186931818,8.143322476
2409,2016,323618,330,Specialist retail center,23/08/2010,26317,0,0,0,6,2,105,13,29,131,0,0,0.119631902,7.878787879
